,topology,sigma,sigma-cor,epsilon
0,grid,0.2916750926997165,1.3757513178394187,7.219062370434291
1,grid,0.3589847294765741,0.6880130827614621,7.799349603072035
2,grid,0.3758121386707885,0.6880130827614621,7.592871452854757
3,grid,0.3926395478650029,0.6880130827614621,7.406263061349755
4,grid,0.4094669570592173,0.6880130827614621,7.236592684105964
5,grid,0.42629436625343176,0.6880130827614621,7.081446219736717
6,grid,0.4936040030302894,0.5147030475218171,7.918423688899702
7,grid,0.5104314122245037,0.5147030475218171,7.793286549827679
8,grid,0.5272588214187182,0.5147030475218171,7.6738248989006195
9,grid,0.5440862306129326,0.5147030475218171,7.559430531939468
10,grid,0.560913639807147,0.5147030475218171,7.449586298895639
11,grid,0.5777410490013615,0.5147030475218171,7.343850581467645
12,grid,0.5945684581955758,0.5147030475218171,7.241844681237833
13,grid,0.7460151409435055,0.3441439652224838,7.91815810683876
14,grid,0.76284255013772,0.3441439652224838,7.795954255645067
15,grid,0.7796699593319343,0.3441439652224838,7.676899184534468
16,grid,0.7964973685261487,0.3441439652224838,7.560882539899635
17,grid,0.8133247777203632,0.3441439652224838,7.447799778372859
18,grid,0.8301521869145776,0.3441439652224838,7.337551607467176
19,grid,0.846979596108792,0.3441439652224838,7.230043510491392
20,grid,0.8638070053030064,0.3441439652224838,7.12518534064
21,grid,0.8806344144972208,0.3441439652224838,7.022890972045855
22,grid,0.931116642079864,0.17083392998283872,7.874386204351777
23,grid,0.9479440512740784,0.17083392998283872,7.734089751377563
24,grid,0.9647714604682929,0.17083392998283872,7.598414684287711
25,grid,0.9815988696625073,0.17083392998283872,7.467148461039004
26,grid,0.9984262788567216,0.17083392998283872,7.340090707851013
27,grid,1.0152536880509362,0.17083392998283872,7.217052406188298
28,grid,1.0320810972451504,0.17083392998283872,7.097855140424694
29,grid,1.0489085064393648,0.08555438883317211,7.27135551023015
30,grid,1.0657359156335793,0.08555438883317211,7.145994064443833
31,grid,1.0825633248277937,0.08555438883317211,7.024789139754946
